-2.200508501945137e+00  4.090474124162320e-05  4.090474124162320e-05  4.090474124162320e-05  4.090474124162320e-05  0
-2.007839759735224e+00  2.407520695491589e-05  2.407520695491589e-05  2.407520695491589e-05  2.407520695491589e-05  0
-1.832040411209515e+00  1.402281247099856e-05  1.402281247099856e-05  1.402281247099856e-05  1.402281247099856e-05  0
-1.671633431916567e+00  7.815946680126784e-06  7.815946680126784e-06  7.815946680126784e-06  7.815946680126784e-06  0
-1.525271120442328e+00  4.094568281729416e-06  4.094568281729416e-06  4.094568281729416e-06  4.094568281729416e-06  0
-1.391723775342339e+00  2.246830875661005e-03  2.246830875661005e-03  2.246830875661005e-03  2.246830875661005e-03  0
-1.269869363481709e+00  1.233019398050487e-03  1.233019398050487e-03  1.233019398050487e-03  1.233019398050487e-03  0
-1.158684092978708e+00  6.323132130563764e-04  6.323132130563764e-04  6.323132130563764e-04  6.323132130563764e-04  0
-1.057233811548072e+00  3.044099195751138e-04  3.044099195751138e-04  3.044099195751138e-04  3.044099195751138e-04  0
-9.646661579749535e-01  1.385583453647408e-04  1.385583453647408e-04  1.385583453647408e-04  1.385583453647408e-04  0
-8.802034007780547e-01  1.460339994377303e-02  1.460339994377303e-02  1.460339994377303e-02  1.460339994377303e-02  0
-8.031359038940895e-01  1.129347278089596e-02  1.129347278089596e-02  1.129347278089596e-02  1.129347278089596e-02  0
-7.328161644838058e-01  8.214072924551634e-03  8.214072924551634e-03  8.214072924551634e-03  8.214072924551634e-03  0
-6.686533727666268e-01  5.578183820256570e-03  5.578183820256570e-03  5.578183820256570e-03  5.578183820256570e-03  0
-6.101084481769311e-01  3.523493776533274e-03  3.523493776533274e-03  3.523493776533274e-03  3.523493776533274e-03  0
-5.566895101369354e-01  4.992978525963569e-02  4.992978525963569e-02  4.992978525963569e-02  4.992978525963569e-02  0
-5.079477453926835e-01  3.758765811582759e-02  3.758765811582759e-02  3.758765811582759e-02  3.758765811582759e-02  0
-4.634736371914831e-01  2.886977976186499e-02  2.886977976186499e-02  2.886977976186499e-02  2.886977976186499e-02  0
-4.228935246192287e-01  2.266953166496250e-02  2.266953166496250e-02  2.266953166496250e-02  2.266953166496250e-02  0
-3.858664631899813e-01  1.795943694296578e-02  1.795943694296578e-02  1.795943694296578e-02  1.795943694296578e-02  0
-3.520813603112219e-01  1.638003814419839e-01  1.638003814419839e-01  1.638003814419839e-01  1.638003814419839e-01  0
-3.212543615576358e-01  1.360831430053603e-01  1.360831430053603e-01  1.360831430053603e-01  1.360831430053603e-01  0
-2.931264657935224e-01  1.075779403522094e-01  1.075779403522094e-01  1.075779403522094e-01  1.075779403522094e-01  0
-2.674613491066507e-01  8.068322003459306e-02  8.068322003459306e-02  8.068322003459306e-02  8.068322003459306e-02  0
-2.440433792707725e-01  5.724634539889291e-02  5.724634539889291e-02  5.724634539889291e-02  5.724634539889291e-02  0
-2.226758040547742e-01  2.180353493291455e-01  2.180353493291455e-01  2.180353493291455e-01  2.180353493291455e-01  0
-2.031790981570734e-01  2.219137451459236e-01  2.219137451459236e-01  2.219137451459236e-01  2.219137451459236e-01  0
-1.853894548765933e-01  2.182332926740279e-01  2.182332926740279e-01  2.182332926740279e-01  2.182332926740279e-01  0
