-3.174673408704273e+00  6.334062163213431e-06  6.334062163213431e-06  6.334062163213431e-06  6.334062163213431e-06  0
-2.896710232446770e+00  2.912929405750012e-06  2.912929405750012e-06  2.912929405750012e-06  2.912929405750012e-06  0
-2.643084528870180e+00  1.279934447875817e-06  1.279934447875817e-06  1.279934447875817e-06  1.279934447875817e-06  0
-2.411665394937384e+00  5.324148550511705e-07  5.324148550511705e-07  5.324148550511705e-07  5.324148550511705e-07  0
-2.200508501945137e+00  2.085617415282468e-07  2.085617415282468e-07  2.085617415282468e-07  2.085617415282468e-07  0
-2.007839759735224e+00  4.374513456694898e-04  4.374513456694898e-04  4.374513456694898e-04  4.374513456694898e-04  0
-1.832040411209515e+00  1.844959099466550e-04  1.844959099466550e-04  1.844959099466550e-04  1.844959099466550e-04  0
-1.671633431916567e+00  7.193522897395973e-05  7.193522897395973e-05  7.193522897395973e-05  7.193522897395973e-05  0
-1.525271120442328e+00  2.587128233407230e-05  2.587128233407230e-05  2.587128233407230e-05  2.587128233407230e-05  0
-1.391723775342338e+00  8.549832362800640e-06  8.549832362800640e-06  8.549832362800640e-06  8.549832362800640e-06  0
-1.269869363481709e+00  9.731106031355501e-03  9.731106031355501e-03  9.731106031355501e-03  9.731106031355501e-03  0
-1.158684092978708e+00  6.036708670181995e-03  6.036708670181995e-03  6.036708670181995e-03  6.036708670181995e-03  0
-1.057233811548072e+00  3.517292541422662e-03  3.517292541422662e-03  3.517292541422662e-03  3.517292541422662e-03  0
-9.646661579749535e-01  1.911576466791125e-03  1.911576466791125e-03  1.911576466791125e-03  1.911576466791125e-03  0
-8.802034007780546e-01  9.653414594269157e-04  9.653414594269157e-04  9.653414594269157e-04  9.653414594269157e-04  0
-8.031359038940895e-01  7.399361354919753e-02  7.399361354919753e-02  7.399361354919753e-02  7.399361354919753e-02  0
-7.328161644838058e-01  5.023466367599055e-02  5.023466367599055e-02  5.023466367599055e-02  5.023466367599055e-02  0
-6.686533727666267e-01  3.414166396005758e-02  3.414166396005758e-02  3.414166396005758e-02  3.414166396005758e-02  0
-6.101084481769312e-01  2.316146777904083e-02  2.316146777904083e-02  2.316146777904083e-02  2.316146777904083e-02  0
-5.566895101369354e-01  1.551257917648227e-02  1.551257917648227e-02  1.551257917648227e-02  1.551257917648227e-02  0
-5.079477453926835e-01  4.527359701928456e-01  4.527359701928456e-01  4.527359701928456e-01  4.527359701928456e-01  0
-4.634736371914831e-01  3.153075237991416e-01  3.153075237991416e-01  3.153075237991416e-01  3.153075237991416e-01  0
-4.228935246192287e-01  2.145711463448583e-01  2.145711463448583e-01  2.145711463448583e-01  2.145711463448583e-01  0
-3.858664631899814e-01  1.415017813905064e-01  1.415017813905064e-01  1.415017813905064e-01  1.415017813905064e-01  0
-3.520813603112218e-01  8.948700219424341e-02  8.948700219424341e-02  8.948700219424341e-02  8.948700219424341e-02  0
-3.212543615576358e-01  1.788041655712959e+00  1.788041655712959e+00  1.788041655712959e+00  1.788041655712959e+00  0
-2.931264657935223e-01  1.475270650011742e+00  1.475270650011742e+00  1.475270650011742e+00  1.475270650011742e+00  0
-2.674613491066506e-01  1.157993905732281e+00  1.157993905732281e+00  1.157993905732281e+00  1.157993905732281e+00  0
-2.440433792707724e-01  8.712177263640083e-01  8.712177263640083e-01  8.712177263640083e-01  8.712177263640083e-01  0
-2.226758040547741e-01  6.338321846886823e-01  6.338321846886823e-01  6.338321846886823e-01  6.338321846886823e-01  0
