2.14664948578489500619e+00 4.74369626548074219130e+00 1.38629436111989057245e+00 3.35740190436085139680e+00
1.91433806787116744808e+00 4.71897566306618188037e+00 1.38629436111989057245e+00 3.33268130194629108587e+00
1.70716750096756797461e+00 4.68947987850935366083e+00 1.38629436111989057245e+00 3.30318551738946286633e+00
1.52241703034241093739e+00 4.65469685622775664058e+00 1.38629436111989057245e+00 3.26840249510786584608e+00
1.35766034262190227189e+00 5.91754323946317928318e+00 2.68916604308468043527e+00 3.22837719637849884791e+00
1.21073370120777834558e+00 5.85058063981194287351e+00 2.66825339882291423521e+00 3.18232724098902863830e+00
1.07970753009504405462e+00 5.77297647161672600191e+00 2.64227486234525965614e+00 3.13070160927146634577e+00
9.62861072902338355206e-01 5.68416689011455300573e+00 2.61010184281874479950e+00 3.07406504729580820623e+00
8.58659794313957891454e-01 6.88102996743386796652e+00 3.86770875361331079034e+00 3.01332121382055717618e+00
7.65735227148466979230e-01 6.74953047249471804747e+00 3.79961250795106142419e+00 2.94991796454365662328e+00
6.82867000387027189845e-01 6.60297415928650721639e+00 3.71757285611664789471e+00 2.88540130316985932168e+00
6.08966812136964352753e-01 6.44112860929821451350e+00 3.61973543555462651256e+00 2.82139317374358800095e+00
5.43064137048760886550e-01 7.45176618758822684185e+00 4.78760243729817958069e+00 2.66416375029004726116e+00
4.84293480483111271617e-01 7.26773635791130345751e+00 4.63088025855996932023e+00 2.63685609935133413728e+00
4.31883012038017599643e-01 7.05599317040812579194e+00 4.45098425000934483364e+00 2.60500892039878095829e+00
3.85144429160935330980e-01 6.81720186135920336312e+00 4.24822168220851903442e+00 2.56898017915068432870e+00
3.43463917725583101070e-01 7.46421340264650101659e+00 5.30229434560371082341e+00 2.16191905704279019318e+00
3.06294090859386747283e-01 7.25569537688307342194e+00 5.03739872598713667173e+00 2.21829665089593675020e+00
2.73146800154810853734e-01 7.01288844595265548065e+00 4.75567035388809777885e+00 2.25721809206455770180e+00
2.43586724854785718897e-01 6.73850874368579599860e+00 4.46279768856693959123e+00 2.27571105511885640738e+00
2.17225654819504343518e-01 7.34630839804041713137e+00 5.44014832669042469604e+00 1.90616007134999243533e+00
1.93717392193244519749e-01 7.11354922738428641082e+00 5.11929668038451346490e+00 1.99425254699977294592e+00
1.72753204815207034306e-01 6.84810581027155862444e+00 4.80006179085673778673e+00 2.04804401941482083771e+00
1.54057771664374121290e-01 6.55420589320112512155e+00 4.48549394613528118470e+00 2.06871194706584393685e+00
1.37385567090233251530e-01 7.21035166993609344388e+00 5.44876677224989691695e+00 1.76158489768619652693e+00
1.22517636343754718342e-01 6.95675895588294412875e+00 5.12592501467343186761e+00 1.83083394120951226114e+00
1.09258720061924344269e-01 6.67109479925998805072e+00 4.80551238160054516868e+00 1.86558241765944288204e+00
9.74346899419143014365e-02 6.35994759405354237458e+00 4.48904800501933110013e+00 1.87089958903421127445e+00
