2.14664948578489500619e+00 4.84445331329324169189e+00 1.38629436111989057245e+00 3.45815895217335089740e+00
1.91433806787116744808e+00 4.84251059999117661192e+00 1.38629436111989057245e+00 3.45621623887128581742e+00
1.70716750096756797461e+00 4.84007230410456035230e+00 1.38629436111989057245e+00 3.45377794298466955780e+00
1.52241703034241093739e+00 4.83701345954279737782e+00 1.38629436111989057245e+00 3.45071909842290658332e+00
1.35766034262190227189e+00 6.13647851700237279005e+00 2.68916604308468043527e+00 3.44731247391769235477e+00
1.21073370120777834558e+00 6.11100386559626329586e+00 2.66825339882291423521e+00 3.44275046677334906065e+00
1.07970753009504405462e+00 6.07938915041213867596e+00 2.64227486234525965614e+00 3.43711428806687901982e+00
9.62861072902338355206e-01 6.04028297734860863955e+00 2.61010184281874479950e+00 3.43018113452986384004e+00
8.58659794313957891454e-01 7.28932710004628425793e+00 3.86770875361331079034e+00 3.42161834643297346759e+00
7.65735227148466979230e-01 7.21084626785284577011e+00 3.79961250795106142419e+00 3.41123375990178434591e+00
6.82867000387027189845e-01 7.11623462894974601056e+00 3.71757285611664833880e+00 3.39866177283309767176e+00
6.08966812136964352753e-01 7.00329120241352853782e+00 3.61973543555462651256e+00 3.38355576685890202526e+00
5.43064137048760886550e-01 7.83925412285048750505e+00 4.78760243729818046887e+00 3.05165168555230703618e+00
4.84293480483111271617e-01 7.71087162623684285734e+00 4.63088025855997109659e+00 3.07999136767687176075e+00
4.31883012038017599643e-01 7.55560997976701020917e+00 4.45098425000934661000e+00 3.10462572975766359917e+00
3.85144429160935330980e-01 7.37118285996125699455e+00 4.24822168220851992260e+00 3.12296117775273707196e+00
3.43463917725583101070e-01 7.75031670419599372224e+00 5.30229434560371171159e+00 2.44802235859228201065e+00
3.06294090859386747283e-01 7.60416407057454524221e+00 5.03739872598713755991e+00 2.56676534458740768230e+00
2.73146800154810853734e-01 7.42788081505439379271e+00 4.75567035388809866703e+00 2.67221046116629512568e+00
2.43586724854785718897e-01 7.21978379281595827877e+00 4.46279768856694314394e+00 2.75698610424901513483e+00
2.17225654819504343518e-01 7.66748646105723530297e+00 5.44014832669043002511e+00 2.22733813436680527786e+00
1.93717392193244519749e-01 7.49812570298357528031e+00 5.11929668038451701761e+00 2.37882902259905826270e+00
1.72753204815207034306e-01 7.29449771068561680920e+00 4.80006179085674489215e+00 2.49443591982887191705e+00
1.54057771664374121290e-01 7.05547475577020222204e+00 4.48549394613528740194e+00 2.56998080963491482009e+00
1.37385567090233251530e-01 7.53293472549674625327e+00 5.44876677224990579873e+00 2.08416795324684045454e+00
1.22517636343754718342e-01 7.33231949496517110276e+00 5.12592501467344074939e+00 2.20639448029173035337e+00
1.09258720061924344269e-01 7.09616151210990508957e+00 4.80551238160055493864e+00 2.29064913050935015093e+00
9.74346899419143014365e-02 6.82679027650034786490e+00 4.48904800501934175827e+00 2.33774227148100610663e+00
8.68902619278017485094e-02 7.37520839468950040185e+00 5.44906417737269244128e+00 1.92614421731680796057e+00
7.74869568772978134508e-02 7.15760703833412925690e+00 5.12364149007978220141e+00 2.03396554825434705549e+00
6.91012819260828220491e-02 6.91013406271001962011e+00 4.80213117826084623374e+00 2.10800288444917338637e+00
6.16231086657496596182e-02 6.63742445044615969607e+00 4.48663620196360657388e+00 2.15078824848255312219e+00
5.49542268360933075511e-02 7.30455562309437134161e+00 5.44890459204760535528e+00 1.85565103104676598633e+00
4.90070545375018845613e-02 7.07981235986706636254e+00 5.12609448295644565263e+00 1.95371787691062070991e+00
4.37034880247697404831e-02 6.82773217577948088319e+00 4.80571629635356245558e+00 2.02201587942591842761e+00
3.89738759767657219624e-02 6.55378323063039758267e+00 4.48928939701874440971e+00 2.06449383361165317297e+00
3.47561047711206980160e-02 7.25830660069726540939e+00 5.44911948608672069838e+00 1.80918711461054471101e+00
3.09947827509191239925e-02 7.03169967805658835402e+00 5.12370968712881236229e+00 1.90798999092777599174e+00
2.76405127704331260441e-02 6.78022367250678392736e+00 4.80221355345401690329e+00 1.97801011905276702407e+00
2.46492434662998610717e-02 6.50900977724126050816e+00 4.48673441073981216221e+00 2.02227536650144834596e+00
2.19816907344373251021e-02 7.23916641088525381065e+00 5.44892667891983961681e+00 1.79023973196541419384e+00
1.96028218150007572940e-02 7.01100746778983463514e+00 5.12612164667964531617e+00 1.88488582111018931897e+00
1.74813952099078968871e-02 6.75616956420408154571e+00 4.80574898286330398633e+00 1.95042058134077755938e+00
1.55895503907062891319e-02 6.48005074045458151488e+00 4.48932809010079214573e+00 1.99072265035378936915e+00
1.39024419084482799003e-02 7.20656794632848374249e+00 5.44912834122526490432e+00 1.75743960510321883817e+00
1.23979131003676499440e-02 6.97200141039842158364e+00 5.12372060616837110558e+00 1.84828080423005047805e+00
1.10562051081732511115e-02 6.71229631352854916315e+00 4.80222674229219315123e+00 1.91006957123635601192e+00
9.85969738651994512257e-03 6.43264317631054716173e+00 4.48675013380224818604e+00 1.94589304250829897569e+00
8.79267629377492900000e-03 7.18882484540948585305e+00 5.44893021370145191895e+00 1.73989463170803393410e+00
7.84112872600030257064e-03 6.94365719257255342711e+00 5.12612599410522129517e+00 1.81753119846733213194e+00
6.99255808396315788750e-03 6.67113088710208135268e+00 4.80575421423295345846e+00 1.86537667286912789422e+00
6.23582015628251513234e-03 6.37718879744222455486e+00 4.48933428278762924890e+00 1.88785451465459530596e+00
5.56097676337931161317e-03 7.11012639432052218069e+00 5.44912975818968270403e+00 1.66099663613083947666e+00
4.95916524014705997758e-03 6.85501739039334090364e+00 5.12372235340304627016e+00 1.73129503699029463348e+00
4.42248204326930061808e-03 6.57335998672458998726e+00 4.80222885272841359949e+00 1.77113113399617638777e+00
3.94387895460797822250e-03 6.27123660176800612476e+00 4.48675264973661303003e+00 1.78448395203139309473e+00
3.51707051750997125306e-03 7.03013353543000008017e+00 5.44893077928646096808e+00 1.58120275614353911209e+00
3.13645149040012042110e-03 6.75983230182716177126e+00 5.12612668972237983667e+00 1.63370561210478193459e+00
2.79702323358526272132e-03 6.46254731443011465331e+00 4.80575505128901703245e+00 1.65679226314109762086e+00
2.49432806251300570599e-03 6.14567139960194275261e+00 4.48933527366139362158e+00 1.65633612594054913103e+00
2.22439070535172464527e-03 6.91414223037745578893e+00 5.44912998490575795074e+00 1.46501224547169783818e+00
1.98366609605882390430e-03 6.62951923750172245065e+00 5.12372263296370000774e+00 1.50579660453802244291e+00
1.76899281730772003039e-03 6.32147292897447243831e+00 4.80222919040231577270e+00 1.51924373857215666561e+00
1.57755158184319098542e-03 5.99776274977115608777e+00 4.48675305229089715908e+00 1.51100969748025892869e+00
1.40682820700398832775e-03 6.80084321753173526304e+00 5.44893086977927154635e+00 1.35191234775246371669e+00
1.25458059616004812507e-03 6.50380600888100879331e+00 5.12612680102071216481e+00 1.37767920786029662850e+00
1.11880929343410526200e-03 6.18503157466217512450e+00 4.80575518521783884296e+00 1.37927638944433628154e+00
9.97731225005202369133e-04 5.85279695864927163029e+00 4.48933543220132946772e+00 1.36346152644794216258e+00
8.89756282140689944843e-04 6.67445282429742192676e+00 5.44913002117948952474e+00 1.22532280311793240202e+00
7.93466438423529626771e-04 6.36550685340514643684e+00 5.12372267769264944093e+00 1.24178417571249699591e+00
7.07597126923088055525e-04 6.03864467814235794663e+00 4.80222924442951004664e+00 1.23641543371284789998e+00
6.31020632737276459222e-04 5.70211159343546736267e+00 4.48675311669906395906e+00 1.21535847673640340361e+00
5.62731282801595526256e-04 6.55025983052930449446e+00 5.44893088425752480930e+00 1.10132894627177968516e+00
5.01832238464019380134e-04 6.23230198899523823997e+00 5.12612681882788745469e+00 1.10617517016735078528e+00
4.47523717373642169852e-04 5.89999798955367360520e+00 4.80575520664597899412e+00 1.09424278290769461108e+00
3.99092490002080991021e-04 5.56168417276432869301e+00 4.48933545756730811860e+00 1.07234871519702057441e+00
3.55902512856275956253e-04 6.42950561551362653745e+00 5.44913002698292903148e+00 9.80375588530697505973e-01
3.17386575369411850708e-04 6.10837368789209200770e+00 5.12372268484894100027e+00 9.84651003043151007432e-01
2.83038850769235222210e-04 5.77685275878437565211e+00 4.80222925307356351965e+00 9.74623505710812132463e-01
2.52408253094910562005e-04 5.44240004153044765189e+00 4.48675312700408213118e+00 9.55646914526365520715e-01
2.25092513120638188819e-04 6.33358171907030964576e+00 5.44893088657380619821e+00 8.84650832496503447544e-01
2.00732895385607741211e-04 6.01172776498536975964e+00 5.12612682167682454093e+00 8.85600943308545218713e-01
