-2.20050850194513714086e+00 4.68308996049255515416e-04 4.68308996049255515416e-04 4.68308996049255515416e-04 4.68308996049255515416e-04 0
-2.00783975973522421654e+00 5.24219108116792133732e-04 5.24219108116792133732e-04 5.24219108116792133732e-04 5.24219108116792133732e-04 0
-1.83204041120951499622e+00 4.81650940556140375569e-04 4.81650940556140375569e-04 4.81650940556140375569e-04 4.81650940556140375569e-04 0
-1.67163343191656688091e+00 6.92671333781047461262e-04 6.92671333781047461262e-04 6.92671333781047461262e-04 6.92671333781047461262e-04 0
-1.52527112044232815435e+00 5.22584081729811486192e-04 5.22584081729811486192e-04 5.22584081729811486192e-04 5.22584081729811486192e-04 0
-1.39172377534233904228e+00 1.17680892958745030898e-03 1.17680892958745030898e-03 1.17680892958745030898e-03 1.17680892958745030898e-03 0
-1.26986936348170909028e+00 2.06240958959125284672e-03 2.06240958959125284672e-03 2.06240958959125284672e-03 2.06240958959125284672e-03 0
-1.15868409297870789132e+00 3.82525996949485257853e-03 3.82525996949485257853e-03 3.82525996949485257853e-03 3.82525996949485257853e-03 0
-1.05723381154807194449e+00 5.78894238762005849258e-03 5.78894238762005849258e-03 5.78894238762005849258e-03 5.78894238762005849258e-03 0
-9.64666157974953475396e-01 9.76067959216992374338e-03 9.76067959216992374338e-03 9.76067959216992374338e-03 9.76067959216992374338e-03 0
-8.80203400778054700915e-01 1.38734249994066170114e-02 1.38734249994066170114e-02 1.38734249994066170114e-02 1.38734249994066170114e-02 0
-8.03135903894089508981e-01 2.06714781815822458422e-02 2.06714781815822458422e-02 2.06714781815822458422e-02 2.06714781815822458422e-02 0
-7.32816164483805709828e-01 2.84021539759013279258e-02 2.84021539759013279258e-02 2.84021539759013279258e-02 2.84021539759013279258e-02 0
-6.68653372766626730161e-01 4.26189599854778153332e-02 4.26189599854778153332e-02 4.26189599854778153332e-02 4.26189599854778153332e-02 0
-6.10108448176931106310e-01 5.74102935880557510573e-02 5.74102935880557510573e-02 5.74102935880557510573e-02 5.74102935880557510573e-02 0
-5.56689510136935350459e-01 8.57095415216711786766e-02 8.57095415216711786766e-02 8.57095415216711786766e-02 8.57095415216711786766e-02 0
-5.07947745392683502885e-01 1.23683378523234882573e-01 1.23683378523234882573e-01 1.23683378523234882573e-01 1.23683378523234882573e-01 0
-4.63473637191483156528e-01 1.71658987838547771876e-01 1.71658987838547771876e-01 1.71658987838547771876e-01 1.71658987838547771876e-01 0
-4.22893524619228744488e-01 2.31646254769136528129e-01 2.31646254769136528129e-01 2.31646254769136528129e-01 2.31646254769136528129e-01 0
-3.85866463189981301340e-01 3.10556305425956080679e-01 3.10556305425956080679e-01 3.10556305425956080679e-01 3.10556305425956080679e-01 0
-3.52081360311221891468e-01 3.96614606373950961959e-01 3.96614606373950961959e-01 3.96614606373950961959e-01 3.96614606373950961959e-01 0
-3.21254361557635814695e-01 4.98568910419226907216e-01 4.98568910419226907216e-01 4.98568910419226907216e-01 4.98568910419226907216e-01 0
-2.93126465793522417158e-01 6.18353714016965150257e-01 6.18353714016965150257e-01 6.18353714016965150257e-01 6.18353714016965150257e-01 0
-2.67461349106650703167e-01 7.39507743053932964372e-01 7.39507743053932964372e-01 7.39507743053932964372e-01 7.39507743053932964372e-01 0
-2.44043379270772520240e-01 8.74383219398472411044e-01 8.74383219398472411044e-01 8.74383219398472411044e-01 8.74383219398472411044e-01 0
-2.22675804054774217899e-01 9.90382015659996062240e-01 9.90382015659996062240e-01 9.90382015659996062240e-01 9.90382015659996062240e-01 0
-2.03179098157073412256e-01 1.07586641930359827590e+00 1.07586641930359827590e+00 1.07586641930359827590e+00 1.07586641930359827590e+00 0
-1.85389454876593307020e-01 1.14639289743143324429e+00 1.14639289743143324429e+00 1.14639289743143324429e+00 1.14639289743143324429e+00 0
-1.69157409847691508897e-01 1.18357669088696515480e+00 1.18357669088696515480e+00 1.18357669088696515480e+00 1.18357669088696515480e+00 0
-1.54346585275992514985e-01 1.16960941774693472084e+00 1.16960941774693472084e+00 1.16960941774693472084e+00 1.16960941774693472084e+00 0
-1.40832544124488812098e-01 1.13902210240101231520e+00 1.13902210240101231520e+00 1.13902210240101231520e+00 1.13902210240101231520e+00 0
-1.28501744623054303673e-01 1.08239945665215420156e+00 1.08239945665215420156e+00 1.08239945665215420156e+00 1.08239945665215420156e+00 0
-1.17250586317408908577e-01 9.80610757551676259780e-01 9.80610757551676259780e-01 9.80610757551676259780e-01 9.80610757551676259780e-01 0
-1.06984539642660303471e-01 8.73361796442975402144e-01 8.73361796442975402144e-01 8.73361796442975402144e-01 8.73361796442975402144e-01 0
-9.76173517083089858914e-02 8.16057529075568943711e-01 8.16057529075568943711e-01 8.16057529075568943711e-01 8.16057529075568943711e-01 0
-8.90703216219096705064e-02 7.01736535195898625261e-01 7.01736535195898625261e-01 7.01736535195898625261e-01 7.01736535195898625261e-01 0
-8.12716392628293760048e-02 6.59802701971961558236e-01 6.59802701971961558236e-01 6.59802701971961558236e-01 6.59802701971961558236e-01 0
-7.41557819506373228080e-02 5.62652222963377246501e-01 5.62652222963377246501e-01 5.62652222963377246501e-01 5.62652222963377246501e-01 0
-6.76629639390766007834e-02 5.69351885500196774892e-01 5.69351885500196774892e-01 5.69351885500196774892e-01 5.69351885500196774892e-01 0
-6.17386341103970184840e-02 5.13207186107845325651e-01 5.13207186107845325651e-01 5.13207186107845325651e-01 5.13207186107845325651e-01 0
-5.63330176497955012471e-02 5.19399147683061612746e-01 5.19399147683061612746e-01 5.19399147683061612746e-01 5.19399147683061612746e-01 0
-5.14006978492217297960e-02 4.90904895904696991771e-01 4.90904895904696991771e-01 4.90904895904696991771e-01 4.90904895904696991771e-01 0
-4.69002345269635689817e-02 4.96064018921034743936e-01 4.96064018921034743936e-01 4.96064018921034743936e-01 4.96064018921034743936e-01 0
-4.27938158570641130618e-02 4.85550698509641942557e-01 4.85550698509641942557e-01 4.85550698509641942557e-01 4.85550698509641942557e-01 0
-3.90469406833235874177e-02 4.89419066313078243713e-01 4.89419066313078243713e-01 4.89419066313078243713e-01 4.89419066313078243713e-01 0
-3.56281286487638709781e-02 4.90651071966632212895e-01 4.90651071966632212895e-01 4.90651071966632212895e-01 4.90651071966632212895e-01 0
-3.25086557051317490141e-02 4.94389318194706439691e-01 4.94389318194706439691e-01 4.94389318194706439691e-01 4.94389318194706439691e-01 0
-2.96623127802549194088e-02 5.03449360265697309913e-01 5.03449360265697309913e-01 5.03449360265697309913e-01 5.03449360265697309913e-01 0
-2.70651855756306389256e-02 5.07896355629969042944e-01 5.07896355629969042944e-01 5.07896355629969042944e-01 5.07896355629969042944e-01 0
-2.46954536441588087814e-02 5.22187473471894314514e-01 5.22187473471894314514e-01 5.22187473471894314514e-01 5.22187473471894314514e-01 0
-2.25332070599182018866e-02 5.30523565143361630625e-01 5.30523565143361630625e-01 5.30523565143361630625e-01 5.30523565143361630625e-01 0
-2.05602791396886919184e-02 5.52279612158496857610e-01 5.52279612158496857610e-01 5.52279612158496857610e-01 5.52279612158496857610e-01 0
-1.87600938107854303682e-02 5.72213287937413106476e-01 5.72213287937413106476e-01 5.72213287937413106476e-01 5.72213287937413106476e-01 0
-1.71175263428256507758e-02 6.10560712352052559204e-01 6.10560712352052559204e-01 6.10560712352052559204e-01 6.10560712352052559204e-01 0
-1.56187762733294398243e-02 6.55928965743544312161e-01 6.55928965743544312161e-01 6.55928965743544312161e-01 6.55928965743544312161e-01 0
-1.42512514595055511668e-02 7.28696678202305547778e-01 7.28696678202305547778e-01 7.28696678202305547778e-01 7.28696678202305547778e-01 0
-1.30034622820527009934e-02 8.17076060433459927523e-01 8.17076060433459927523e-01 8.17076060433459927523e-01 8.17076060433459927523e-01 0
-1.18649251121019701921e-02 9.39519040266689642316e-01 9.39519040266689642316e-01 9.39519040266689642316e-01 9.39519040266689642316e-01 0
-1.08260742302522597336e-02 1.07578164847913870794e+00 1.07578164847913870794e+00 1.07578164847913870794e+00 1.07578164847913870794e+00 0
-9.87818145766352143089e-03 1.23925310205895100601e+00 1.23925310205895100601e+00 1.23925310205895100601e+00 1.23925310205895100601e+00 0
-9.01328282396728075465e-03 1.39668013981462180162e+00 1.39668013981462180162e+00 1.39668013981462180162e+00 1.39668013981462180162e+00 0
-8.22411165587547642042e-03 1.56983869096573869228e+00 1.56983869096573869228e+00 1.56983869096573869228e+00 1.56983869096573869228e+00 0
-7.50403752431417180035e-03 1.69710706887526541209e+00 1.69710706887526541209e+00 1.69710706887526541209e+00 1.69710706887526541209e+00 0
-6.84701053713025840214e-03 1.80630170683380453234e+00 1.80630170683380453234e+00 1.80630170683380453234e+00 1.80630170683380453234e+00 0
-6.24751050933177506236e-03 1.85169669456659913287e+00 1.85169669456659913287e+00 1.85169669456659913287e+00 1.85169669456659913287e+00 0
-5.70050058380221821158e-03 1.86131825819924889842e+00 1.86131825819924889842e+00 1.86131825819924889842e+00 1.86131825819924889842e+00 0
-5.20138491282107900959e-03 1.81073014804572673953e+00 1.81073014804572673953e+00 1.81073014804572673953e+00 1.81073014804572673953e+00 0
-4.74597004484078686254e-03 1.71266404532318605725e+00 1.71266404532318605725e+00 1.71266404532318605725e+00 1.71266404532318605725e+00 0
-4.33042969210090198523e-03 1.56659596556496394371e+00 1.56659596556496394371e+00 1.56659596556496394371e+00 1.56659596556496394371e+00 0
-3.95127258306540891930e-03 1.39092385644345983842e+00 1.39092385644345983842e+00 1.39092385644345983842e+00 1.39092385644345983842e+00 0
-3.60531312958691212839e-03 1.19251669345748156914e+00 1.19251669345748156914e+00 1.19251669345748156914e+00 1.19251669345748156914e+00 0
-3.28964466235019117532e-03 9.87994826963050298829e-01 9.87994826963050298829e-01 9.87994826963050298829e-01 9.87994826963050298829e-01 0
-3.00161500972566906709e-03 7.98599325357515765766e-01 7.98599325357515765766e-01 7.98599325357515765766e-01 7.98599325357515765766e-01 0
-2.73880421485210318738e-03 6.23534214352696514183e-01 6.23534214352696514183e-01 6.23534214352696514183e-01 6.23534214352696514183e-01 0
-2.49900420373270993821e-03 4.85675172116346476336e-01 4.85675172116346476336e-01 4.85675172116346476336e-01 4.85675172116346476336e-01 0
-2.28020023352088797852e-03 3.66530432955915363991e-01 3.66530432955915363991e-01 3.66530432955915363991e-01 3.66530432955915363991e-01 0
-2.08055396512843221099e-03 2.77939528889951159574e-01 2.77939528889951159574e-01 2.77939528889951159574e-01 2.77939528889951159574e-01 0
-1.89838801793631517870e-03 2.08562306324029111959e-01 2.08562306324029111959e-01 2.08562306324029111959e-01 2.08562306324029111959e-01 0
-1.73217187684036096756e-03 1.61882831237349755771e-01 1.61882831237349755771e-01 1.61882831237349755771e-01 1.61882831237349755771e-01 0
-1.58050903322616391466e-03 1.27844792208436308645e-01 1.27844792208436308645e-01 1.27844792208436308645e-01 1.27844792208436308645e-01 0
-1.44212525183476511156e-03 1.03267057496157971253e-01 1.03267057496157971253e-01 1.03267057496157971253e-01 1.03267057496157971253e-01 0
-1.31585786494007607982e-03 8.65848342221426647836e-02 8.65848342221426647836e-02 8.65848342221426647836e-02 8.65848342221426647836e-02 0
-1.20064600389026797378e-03 7.36482979332474113621e-02 7.36482979332474113621e-02 7.36482979332474113621e-02 7.36482979332474113621e-02 0
-1.09552168594084092801e-03 6.27582966142750248162e-02 6.27582966142750248162e-02 6.27582966142750248162e-02 6.27582966142750248162e-02 0
-9.99601681493084105387e-04 5.51326277459063263109e-02 5.51326277459063263109e-02 5.51326277459063263109e-02 5.51326277459063263109e-02 0
-9.12080093408355169725e-04 4.77044310956128009282e-02 4.77044310956128009282e-02 4.77044310956128009282e-02 4.77044310956128009282e-02 0
-8.32221586051372971132e-04 4.20289879992827436483e-02 4.20289879992827436483e-02 4.20289879992827436483e-02 4.20289879992827436483e-02 0
-7.59355207174526093163e-04 3.67794915984775011575e-02 3.67794915984775011575e-02 3.67794915984775011575e-02 3.67794915984775011575e-02 0
-6.92868750736144387026e-04 3.27270757370168863254e-02 3.27270757370168863254e-02 3.27270757370168863254e-02 3.27270757370168863254e-02 0
-6.32203613290465522498e-04 2.90093184044558152768e-02 2.90093184044558152768e-02 2.90093184044558152768e-02 2.90093184044558152768e-02 0
-5.76850100733905979573e-04 2.60038105977630114307e-02 2.60038105977630114307e-02 2.60038105977630114307e-02 2.60038105977630114307e-02 0
-5.26343145976030496978e-04 2.29815318000777396579e-02 2.29815318000777396579e-02 2.29815318000777396579e-02 2.29815318000777396579e-02 0
-4.80258401556107005197e-04 2.06955678906451633059e-02 2.06955678906451633059e-02 2.06955678906451633059e-02 2.06955678906451633059e-02 0
-4.38208674376336609728e-04 1.84218513605927843024e-02 1.84218513605927843024e-02 1.84218513605927843024e-02 1.84218513605927843024e-02 0
-3.99840672597233707207e-04 1.66842038628283138857e-02 1.66842038628283138857e-02 1.66842038628283138857e-02 1.66842038628283138857e-02 0
-3.64832037363341959470e-04 1.49501916557985836675e-02 1.49501916557985836675e-02 1.49501916557985836675e-02 1.49501916557985836675e-02 0
-3.32888634420549069191e-04 1.34373387833237652872e-02 1.34373387833237652872e-02 1.34373387833237652872e-02 1.34373387833237652872e-02 0
-3.03742082869810372213e-04 1.21037553114315323682e-02 1.21037553114315323682e-02 1.21037553114315323682e-02 1.21037553114315323682e-02 0
-2.77147500294457819862e-04 1.09003031260741407860e-02 1.09003031260741407860e-02 1.09003031260741407860e-02 1.09003031260741407860e-02 0
-2.52881445316186208999e-04 9.88525691087149306624e-03 9.88525691087149306624e-03 9.88525691087149306624e-03 9.88525691087149306624e-03 0
-2.30740040293562408092e-04 8.92807023122377078905e-03 8.92807023122377078905e-03 8.92807023122377078905e-03 8.92807023122377078905e-03 0
